name,title,70:69:5a:aa:4e:4e:,b0:26:80:83:32:ce:,70:69:5a:a6:40:21:,70:69:5a:a6:11:21:,b0:26:80:83:32:c1:,70:69:5a:aa:4e:41:,70:69:5a:aa:48:41:,70:69:5a:aa:48:4e:,70:69:5a:aa:4e:4d:,b0:26:80:83:32:cd:,70:69:5a:a6:11:22:,70:69:5a:a6:40:22:,b0:26:80:83:32:c2:,70:69:5a:aa:4e:42:,70:69:5a:aa:48:42:,70:69:5a:aa:48:4d:,70:69:5a:a6:3a:8f:,b0:26:80:83:32:cf:,70:69:5a:a6:40:20:,70:69:5a:a6:11:20:,b0:26:80:83:32:c0:,70:69:5a:aa:4e:40:,70:69:5a:aa:48:40:,70:69:5a:aa:48:4f:,70:69:5a:aa:4e:4f:,70:69:5a:a6:40:2e:,70:69:5a:a6:11:2e:,70:69:5a:a6:40:2f:,70:69:5a:a6:11:2f:,70:69:5a:a6:11:2d:,b0:26:80:c9:7b:6e:,b0:26:80:83:37:0e:,b0:26:80:c9:7b:61:,b0:26:80:83:37:01:,b0:26:80:aa:70:a1:,b0:26:80:c9:7b:6d:,70:69:5a:a6:40:2d:,b0:26:80:83:37:0d:,b0:26:80:c9:7b:62:,b0:26:80:83:37:02:,b0:26:80:c9:7b:6f:,b0:26:80:83:37:0f:,70:69:5a:63:31:cf:,b0:26:80:c9:7b:60:,b0:26:80:83:37:00:,70:69:5a:8a:4e:60:,70:69:5a:a6:3a:8e:,70:69:5a:63:31:ce:,b0:26:80:83:33:8e:,b0:26:80:83:33:81:,70:69:5a:a6:3a:81:,70:69:5a:63:31:c1:,70:69:5a:a6:3a:8d:,70:69:5a:92:f7:8d:,70:69:5a:63:31:cd:,b0:26:80:83:33:8d:,b0:26:80:83:33:82:,70:69:5a:a6:3a:82:,70:69:5a:63:31:c2:,70:69:5a:a6:37:82:,b0:26:80:83:33:8f:,b0:26:80:83:33:80:,70:69:5a:a6:3a:80:,70:69:5a:63:31:c0:,70:69:5a:a6:37:80:,e8:65:49:db:4f:f1:,b0:26:80:a9:fb:ee:,70:69:5a:92:f7:8e:,b0:26:80:c9:83:c1:,b0:26:80:aa:71:e1:,70:69:5a:92:f7:81:,b0:26:80:aa:60:81:,70:69:5a:a6:3b:01:,b0:26:80:a9:fb:e1:,70:69:5a:a6:47:e1:,b0:26:80:a9:fb:ed:,b0:26:80:c9:83:c2:,b0:26:80:aa:60:82:,70:69:5a:a6:3b:02:,70:69:5a:92:f7:82:,b0:26:80:83:35:02:,e8:65:49:db:4f:f2:,b0:26:80:a9:fb:e2:,70:69:5a:a6:47:e2:,b0:26:80:a9:fb:ef:,70:69:5a:92:f7:8f:,b0:26:80:c9:83:c0:,b0:26:80:aa:71:e0:,b0:26:80:aa:60:80:,70:69:5a:a6:3b:00:,b0:26:80:a9:fb:e0:,70:69:5a:a6:47:e0:,70:69:5a:92:f7:80:,70:69:5a:6e:a3:41:,70:69:5a:6e:a3:4e:,70:69:5a:6e:a3:4d:,70:69:5a:6e:a3:42:,70:69:5a:6e:a3:4f:,70:69:5a:6e:a3:40:
5360,5360-AFT-E,0,-74,0,0,0,0,0,-92,0,-73,-92,0,0,0,0,-93,-49,-74,0,0,0,0,0,-93,0,0,-88,0,-87,-88,-75,-92,-72,0,0,-74,0,-93,-73,0,-74,-95,-89,-73,0,0,-49,-90,-80,-82,-53,-80,-50,-71,-92,-81,-80,-53,-80,0,-81,-81,-53,-79,0,0,0,-71,0,0,-70,0,0,0,-96,0,-94,0,0,-72,0,0,0,-94,0,-71,0,0,0,0,0,-95,-70,0,0,0,0,0,0
ELEVATOR 1,ELEVATOR 1-AFT-E,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 1,ELEVATOR 1-AFT-N,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 1,ELEVATOR 1-AFT-W,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 1,ELEVATOR 1-AFT-S,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 2,ELEVATOR 2-AFT-S,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 2,ELEVATOR 2-AFT-W,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 2,ELEVATOR 2-AFT-N,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 2,ELEVATOR 2-AFT-E,0,-77,-94,0,-76,0,0,-96,0,-77,0,0,-76,0,0,-95,-60,-76,0,0,0,0,0,-95,0,0,-92,0,-92,-88,-72,-85,-70,0,0,-72,0,-85,-71,0,-72,-85,-89,-70,0,0,-61,-90,-85,-80,-63,-80,-60,-75,-92,-85,-81,-64,-80,0,-85,-80,-64,-79,0,0,0,-76,-88,-91,-75,0,0,0,0,0,-88,0,0,-75,0,0,0,0,0,-76,-87,-91,0,0,0,0,-74,0,0,0,0,0,0
ELEVATOR 3,ELEVATOR 3-AFT-N,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
ELEVATOR 3,ELEVATOR 3-AFT-E,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
ELEVATOR 3,ELEVATOR 3-AFT-S,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
ELEVATOR 3,ELEVATOR 3-AFT-W,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
5100,5100-AFT-W,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
5100,5100-AFT-N,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
5100,5100-AFT-E,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
5100,5100-AFT-S,0,-82,-94,0,-76,0,0,-96,0,-79,0,-94,-76,0,0,-95,-68,-81,0,0,0,0,0,-95,0,0,-92,0,-92,0,-71,-89,-70,0,0,-69,0,-90,-68,0,-69,-90,-77,-69,-82,0,-67,-77,-86,-85,-64,-75,-69,-81,-77,-84,-88,-64,-77,0,-86,-86,-62,-77,0,0,0,-82,-88,-84,-80,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-81,-88,-91,0,0,-88,-83,-76,0,0,0,0,0,0
5201,5201-AFT-N,-74,-82,-75,0,-83,-79,0,0,-73,-89,0,-75,0,-79,0,0,-73,-89,-73,0,-83,-79,0,0,-75,-77,0,-78,0,0,-53,-68,-45,0,0,-53,-78,-68,-48,0,-53,-69,-64,-47,-82,0,-72,-65,-80,-72,-76,-68,-74,-90,-65,-80,-84,-75,-68,0,-80,-84,-76,-68,0,0,0,-90,-88,-84,-88,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-91,-88,0,0,0,-88,-83,-76,0,0,0,0,0,0
5201,5201-AFT-E,-74,-82,-75,0,-83,-79,0,0,-73,-89,0,-75,0,-79,0,0,-73,-89,-73,0,-83,-79,0,0,-75,-77,0,-78,0,0,-53,-68,-45,0,0,-53,-78,-68,-48,0,-53,-69,-64,-47,-82,0,-72,-65,-80,-72,-76,-68,-74,-90,-65,-80,-84,-75,-68,0,-80,-84,-76,-68,0,0,0,-90,-88,-84,-88,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-91,-88,0,0,0,-88,-83,-76,0,0,0,0,0,0
5201,5201-AFT-S,-74,-82,-75,0,-83,-79,0,0,-73,-89,0,-75,0,-79,0,0,-73,-89,-73,0,-83,-79,0,0,-75,-77,0,-78,0,0,-53,-68,-45,0,0,-53,-78,-68,-48,0,-53,-69,-64,-47,-82,0,-72,-65,-80,-72,-76,-68,-74,-90,-65,-80,-84,-75,-68,0,-80,-84,-76,-68,0,0,0,-90,-88,-84,-88,0,-90,-79,-84,0,-87,0,-89,-80,0,0,-87,-83,0,-91,-88,0,0,0,-88,-83,-76,0,0,0,0,0,0
5201,5201-AFT-W,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5302,5302-AFT-N,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5302,5302-AFT-W,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5302,5302-AFT-S,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5302,5302-AFT-E,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5303,5303-AFT-N,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5303,5303-AFT-W,-73,-82,-69,0,-82,-73,0,0,-77,-80,0,-69,-81,-73,0,0,-76,-81,-70,0,-83,-72,0,0,-75,-72,0,-72,0,0,-44,-72,-45,0,0,-43,-72,-72,-45,-83,-44,-71,-73,-44,0,0,-76,-72,-79,-81,-86,-65,-76,-88,-74,-79,-82,-85,-64,0,-79,-81,-85,-65,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5303,5303-AFT-S,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5303,5303-AFT-E,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5304,5304-AFT-N,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5304,5304-AFT-W,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5304,5304-AFT-S,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5304,5304-AFT-E,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5305,5305-AFT-N,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5305,5305-AFT-W,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5305,5305-AFT-S,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5305,5305-AFT-E,-73,-71,-75,0,-82,-79,0,0,-77,-77,0,-75,-81,-79,0,0,-76,-77,-76,0,0,-78,0,0,-75,-76,0,-75,0,0,-55,-76,-55,-68,0,-56,-75,-76,-55,-71,-56,-76,-82,-55,0,0,-76,-83,-90,-92,-77,-78,-77,-88,-82,-91,-82,-78,-77,0,-90,-90,-76,-75,0,0,0,-89,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-90,0,0,0,0,0,0,-87,0,0,0,0,0,0
5306,5306-AFT-N,-78,-74,-71,-95,-73,-74,0,0,-78,-73,0,-71,0,-74,0,0,-85,-75,-71,0,-74,-74,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-68,0,-61,-71,-57,-54,-58,-62,-57,-79,-54,0,0,-77,-79,-88,-83,-85,-70,-77,-95,-79,-89,-85,-87,-71,0,-89,-90,-85,-70,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,5306-AFT-W,-78,-74,-71,-95,-73,-74,0,0,-78,-73,0,-71,0,-74,0,0,-85,-75,-71,0,-74,-74,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-68,0,-61,-71,-57,-54,-58,-62,-57,-79,-54,0,0,-77,-79,-88,-83,-85,-70,-77,-95,-79,-89,-85,-87,-71,0,-89,-90,-85,-70,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,5306-AFT-S,-78,-74,-71,-95,-73,-74,0,0,-78,-73,0,-71,0,-74,0,0,-85,-75,-71,0,-74,-74,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-68,0,-61,-71,-57,-54,-58,-62,-57,-79,-54,0,0,-77,-79,-88,-83,-85,-70,-77,-95,-79,-89,-85,-87,-71,0,-89,-90,-85,-70,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,5306-AFT-E,-78,-74,-71,-95,-73,-74,0,0,-78,-73,0,-71,0,-74,0,0,-85,-75,-71,0,-74,-74,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-68,0,-61,-71,-57,-54,-58,-62,-57,-79,-54,0,0,-77,-79,-88,-83,-85,-70,-77,-95,-79,-89,-85,-87,-71,0,-89,-90,-85,-70,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,5307-AFT-E,-78,-74,-71,-95,-73,-74,0,0,-78,-73,0,-71,0,-74,0,0,-85,-75,-71,0,-74,-74,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-68,0,-61,-71,-57,-54,-58,-62,-57,-79,-54,0,0,-77,-79,-88,-83,-85,-70,-77,-95,-79,-89,-85,-87,-71,0,-89,-90,-85,-70,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,5307-AFT-N,-78,-74,-71,-95,-73,-74,0,0,-78,-73,0,-71,0,-74,0,0,-85,-75,-71,0,-74,-74,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-68,0,-61,-71,-57,-54,-58,-62,-57,-79,-54,0,0,-77,-79,-88,-83,-85,-70,-77,-95,-79,-89,-85,-87,-71,0,-89,-90,-85,-70,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,5307-AFT-W,-78,-74,-71,-95,-73,-71,-93,0,-78,-73,0,-71,0,-71,0,0,-85,-75,-71,0,-74,-70,0,0,-78,-71,-97,-71,-97,-96,-62,-57,-54,-49,0,-61,-71,-57,-54,-51,-62,-57,-79,-54,-49,0,-77,-79,-88,-83,-87,-76,-77,-95,-79,-89,-85,-83,-77,0,-89,-90,-84,-75,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,5307-AFT-S,-71,-76,-68,-95,-73,-71,-93,0,-72,-75,0,-69,0,-71,0,0,-87,-76,-69,0,-74,-70,0,0,-73,-68,-97,-68,-97,-96,-64,-59,-59,-49,0,-63,-68,-59,-60,-51,-64,-59,-73,-60,-49,0,-87,-72,-88,-83,-87,-76,-87,-95,-74,-89,-88,-83,-77,0,-88,0,-84,-75,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,5308-AFT-N,-71,-76,-68,-95,-73,-71,-93,0,-72,-75,0,-69,0,-71,0,0,-87,-76,-69,0,-74,-70,0,0,-73,-68,-97,-68,-97,-96,-64,-59,-59,-49,0,-63,-68,-59,-60,-51,-64,-59,-73,-60,-49,0,-87,-72,-88,-83,-87,-76,-87,-95,-74,-89,-88,-83,-77,0,-88,0,-84,-75,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0
